Date,2022-08-10
Time,12-14-00

OtherInfo,,,Pulse On Duration (us),4102
DriveVoltage (V),3.7,,Pulse Off Duration (us),8000
HeaterResistance (Ohm),0.58,,Pulse Period (us),12102
PuffTrigger (Pa),0,,Fixed Power Mode
Power (W),8
Tester Name,Enter Your Name
Channel,A,

Pulse Count,Puff Count,Pulse Start (ms),Pulse End (ms),Resistance Start (Ω),Resistance End (Ω),Power Start (W),Power End (W),dR/dt (Ω/s),Energy in pulse (J),Pressure differential (Pa),Temperature (C)
53,90,741.47,746.58,0.66458,0.67694,8.03657,7.9896,2.41789,0.40946,24,162
54,90,754.55,759.66,0.6659,0.67832,8.03477,7.98964,2.43091,0.40942,24,164
55,90,767.64,772.75,0.66577,0.68028,8.05193,7.97668,2.8412,0.40953,24,167
56,90,780.75,785.89,0.66771,0.68061,8.0551,8.00391,2.50448,0.41271,24,168
57,90,793.87,799.02,0.6684,0.68177,8.04243,7.98887,2.59761,0.4128,24,169
58,90,806.99,812.14,0.66993,0.68243,8.04302,7.99379,2.42913,0.41294,24,170
59,90,820.12,825.27,0.67012,0.68391,8.04762,7.98038,2.6778,0.41272,24,173
60,90,833.26,838.45,0.67181,0.6835,8.04916,8.00767,2.25437,0.41667,24,172
61,90,846.43,851.61,0.67227,0.68424,8.03382,7.99398,2.30913,0.41512,24,173
62,90,859.58,864.76,0.67321,0.68477,8.03181,7.99808,2.22938,0.41517,24,174
63,90,872.74,877.92,0.67351,0.68642,8.0335,7.98256,2.48836,0.41481,24,176
64,90,899.08,904.27,0.67519,0.68719,8.02859,7.98469,2.31452,0.41554,24,177
65,90,912.25,917.43,0.67588,0.68809,8.03571,7.99105,2.35526,0.41509,24,179
66,90,925.43,930.66,0.67552,0.68955,8.0378,7.96421,2.6855,0.41845,24,181
67,90,938.63,943.89,0.67741,0.68973,8.06938,8.02186,2.34121,0.42319,24,181
68,90,951.86,957.09,0.67832,0.68927,8.03658,8.00842,2.09428,0.41957,24,180
69,90,965.07,970.29,0.67822,0.69027,8.02406,7.98404,2.30494,0.41781,24,182
70,90,978.27,983.5,0.67844,0.69017,8.04167,8.00239,2.24617,0.41955,24,182
71,90,991.49,996.72,0.67768,0.69051,8.04498,7.99529,2.4543,0.41945,24,182
72,90,1004.71,1009.93,0.67891,0.69121,8.04214,7.99557,2.35424,0.41858,24,183
73,90,1017.93,1023.15,0.67725,0.68979,8.05385,8.00041,2.3978,0.41901,24,181
74,90,1031.15,1036.38,0.67787,0.69048,8.04861,7.99723,2.41251,0.41959,24,182
75,90,1044.37,1049.6,0.67944,0.69042,8.03741,8.00704,2.10203,0.41956,24,182
76,90,1057.6,1062.83,0.67966,0.69078,8.02518,7.99631,2.1269,0.41896,24,183
77,90,1070.82,1076.05,0.68,0.69127,8.0294,7.98873,2.1571,0.41887,24,183
78,90,1084.05,1089.31,0.6804,0.69182,8.03326,7.99158,2.16758,0.42145,24,184
79,90,1097.28,1102.55,0.67986,0.692,8.04981,8.00991,2.30382,0.42317,24,184
80,90,1110.53,1115.79,0.68058,0.69223,8.03247,7.99339,2.21271,0.42148,24,185
81,90,1123.76,1129.03,0.68038,0.69233,8.04317,7.99336,2.27011,0.42256,24,185
82,90,1137,1142.27,0.67802,0.68977,8.06875,8.02589,2.23133,0.42409,24,181
83,90,1150.25,1155.48,0.67868,0.69015,8.03468,8.00036,2.19354,0.41931,24,182
84,90,1163.47,1168.7,0.67753,0.68968,8.04838,8.00339,2.3245,0.41975,24,181
85,90,1203.13,1208.36,0.67762,0.69035,8.05296,7.9974,2.43496,0.41971,24,182
86,90,1216.36,1221.62,0.67848,0.69117,8.05179,8.00037,2.41099,0.42217,24,183
87,90,1229.58,1234.81,0.67926,0.69037,8.03797,8.0075,2.12519,0.41958,24,182
88,90,1242.81,1248.04,0.67946,0.69124,8.02982,7.98897,2.25377,0.41889,24,183
89,90,1256.04,1261.3,0.68037,0.69096,8.03995,8.01022,2.01256,0.42211,24,183
90,90,1269.27,1274.49,0.67972,0.69224,8.0312,7.98526,2.39627,0.41803,24,185
91,90,1282.49,1287.76,0.68031,0.69178,8.04047,8.0012,2.17709,0.42269,24,184
92,90,1295.73,1300.99,0.68041,0.69265,8.03953,7.99556,2.32549,0.42172,24,185
93,90,1308.97,1314.23,0.68062,0.69237,8.04384,7.99916,2.23053,0.42193,24,185
94,90,1322.21,1327.47,0.68029,0.69297,8.04555,7.99207,2.40813,0.42178,24,186
95,90,1335.45,1340.71,0.68042,0.69256,8.04673,7.99894,2.30572,0.422,24,185
96,90,1348.7,1353.96,0.68084,0.69315,8.04997,8.00205,2.33695,0.42216,24,186
97,90,1361.95,1367.22,0.68053,0.69351,8.05237,7.99585,2.46517,0.42287,24,186
98,90,1375.2,1380.47,0.6816,0.6932,8.04438,8.00402,2.20194,0.42287,24,186
99,90,1388.45,1393.72,0.68141,0.69236,8.04018,8.00474,2.07974,0.42278,24,185
100,90,1401.7,1406.97,0.68104,0.69283,8.04209,8.00419,2.23913,0.42281,24,185
101,90,1414.95,1420.21,0.6815,0.6927,8.02728,7.99282,2.12528,0.42132,24,185
102,90,1428.19,1433.46,0.68116,0.69319,8.04283,7.99921,2.2853,0.4227,24,186
103,90,1441.44,1446.71,0.68084,0.69312,8.0455,7.99939,2.33183,0.42278,24,186
104,90,1454.69,1459.96,0.68035,0.69275,8.05428,8.00234,2.354,0.42309,24,185
105,90,1467.94,1473.21,0.68158,0.69271,8.03504,8.00065,2.11432,0.42254,24,185
106,90,1481.19,1486.45,0.68118,0.69291,8.03805,7.99583,2.22893,0.42169,24,186
107,90,1494.43,1499.7,0.68164,0.69305,8.03623,7.99571,2.16608,0.42244,24,186
108,90,1507.68,1512.95,0.68112,0.69325,8.05462,8.00728,2.30283,0.42323,24,186
109,90,1520.94,1526.2,0.68143,0.69333,8.04236,7.99879,2.2606,0.42188,24,186
110,90,1534.19,1539.45,0.68201,0.69353,8.03235,7.98873,2.1863,0.42135,24,186
111,90,1547.44,1552.7,0.68231,0.69347,8.04102,8.00116,2.12068,0.4219,24,186
112,90,1613.71,1618.98,0.68268,0.69305,8.02248,7.99774,1.96919,0.42213,24,186
113,90,1626.96,1632.23,0.68184,0.69344,8.03811,7.99625,2.20151,0.4225,24,186
114,90,1640.22,1645.48,0.68149,0.69389,8.04412,7.99652,2.35367,0.42186,24,187
115,90,1653.48,1658.74,0.68214,0.69348,8.0457,8.00252,2.15389,0.42206,24,186
116,90,1666.74,1672,0.68238,0.69442,8.04011,7.99526,2.28673,0.42173,24,188
117,90,1679.99,1685.26,0.68256,0.6934,8.04234,8.01032,2.05837,0.42298,24,186
118,90,1693.26,1698.52,0.68176,0.69339,8.03825,7.99678,2.20845,0.42172,24,186
119,90,1706.51,1711.78,0.68233,0.69335,8.03492,8.00253,2.09275,0.42258,24,186
120,90,1719.77,1725.03,0.68148,0.69431,8.04613,7.99342,2.43515,0.42184,24,188
121,90,1733.02,1738.29,0.68194,0.69277,8.04836,8.01719,2.0568,0.42332,24,185
122,90,1746.28,1751.55,0.68177,0.69319,8.03018,7.99159,2.16972,0.42217,24,186
123,90,1759.52,1764.79,0.68213,0.6931,8.03269,7.99604,2.08233,0.42235,24,186
124,90,1772.77,1778.04,0.68175,0.69307,8.04307,8.0006,2.15004,0.42275,24,186
125,90,1786.03,1791.29,0.68094,0.69385,8.05548,8.00174,2.45228,0.4223,24,187
126,90,1799.28,1804.54,0.68063,0.69313,8.05109,7.99823,2.37449,0.42209,24,186
127,90,1812.53,1817.79,0.68104,0.69308,8.04936,8.00512,2.28602,0.42223,24,186
128,90,1825.78,1831.05,0.6812,0.69295,8.03961,7.99772,2.23236,0.42258,24,186
129,90,1839.03,1844.3,0.68164,0.69354,8.04422,7.99561,2.26108,0.42264,24,187
130,90,1852.28,1857.55,0.6814,0.69388,8.04871,7.993,2.36951,0.42269,24,187
131,90,1865.54,1870.8,0.68192,0.69314,8.0482,8.01098,2.13184,0.42235,24,186
132,90,1878.8,1884.07,0.68228,0.69404,8.03296,7.99304,2.23414,0.42228,24,187
133,90,1892.05,1897.32,0.68302,0.6932,8.03293,8.00802,1.93356,0.42267,24,186
134,90,1905.31,1910.57,0.68237,0.6936,8.03211,7.98835,2.13331,0.42133,24,187
135,90,1918.56,1923.82,0.68191,0.69374,8.05019,8.00719,2.24681,0.4223,24,187
136,90,1931.82,1937.09,0.68211,0.69494,8.04335,7.99129,2.43719,0.42251,24,189
137,90,1945.07,1950.34,0.68315,0.69448,8.03649,7.99667,2.15131,0.42247,24,188
138,90,1958.34,1963.61,0.68241,0.69463,8.04593,7.99903,2.32023,0.42278,24,188
139,90,1971.61,1976.91,0.68293,0.694,8.04639,8.0077,2.08707,0.42543,24,187
140,90,1984.88,1990.14,0.68258,0.69495,8.04163,7.99071,2.3493,0.42165,24,189
141,90,1998.14,2003.44,0.68285,0.69452,8.05147,8.01065,2.20094,0.42564,24,188
142,90,2011.41,2016.67,0.68259,0.69448,8.03928,7.99902,2.25927,0.4218,24,188
143,90,2024.67,2029.94,0.68306,0.69484,8.03427,7.99429,2.23638,0.42235,24,188
144,90,2037.93,2043.2,0.68314,0.69472,8.04628,8.00751,2.19995,0.42301,24,188
145,90,2051.2,2056.47,0.68331,0.69456,8.02824,7.99578,2.13743,0.42223,24,188
146,90,2064.46,2069.72,0.68272,0.69485,8.04751,8.00132,2.30356,0.42208,24,188
147,90,2077.72,2082.99,0.68257,0.6954,8.04302,7.98633,2.43623,0.42237,24,189
148,90,2090.98,2096.29,0.6824,0.69461,8.05714,8.00859,2.30164,0.42654,24,188
149,90,2104.26,2109.54,0.68279,0.69498,8.04776,7.97501,2.31103,0.423,24,189
150,90,2117.53,2122.83,0.68386,0.69534,8.05875,8.01456,2.16367,0.42594,24,189
151,90,2130.82,2136.13,0.6838,0.69521,8.04281,7.99721,2.15026,0.42586,24,189
152,90,2144.1,2149.4,0.68443,0.69498,8.041,8.01397,1.99001,0.42545,24,189
153,90,2157.38,2162.65,0.6832,0.69548,8.043,7.98813,2.33078,0.42242,24,189
154,90,2170.64,2175.95,0.6832,0.69578,8.04889,7.99441,2.36998,0.42594,24,190
155,90,2183.93,2189.23,0.68426,0.6946,8.04291,8.02122,1.94977,0.42569,24,188
156,90,2197.21,2202.48,0.6836,0.69522,8.02809,7.99154,2.20574,0.42211,24,189
157,90,2250.3,2255.6,0.68365,0.69625,8.03975,7.98645,2.37562,0.42469,24,190
158,90,2356.53,2361.83,0.68413,0.69526,8.04934,8.00584,2.09862,0.42546,24,189
159,90,2369.81,2375.12,0.68305,0.69493,8.05004,8.00451,2.23926,0.42624,24,189
160,90,2383.09,2388.39,0.68275,0.69487,8.04623,8.00005,2.28603,0.42522,24,188
161,90,2396.36,2401.67,0.68447,0.69496,8.03151,7.9973,1.97875,0.42556,24,189
162,90,2409.64,2414.94,0.68266,0.69624,8.05353,7.98756,2.55946,0.42508,24,190
163,90,2422.91,2428.23,0.68395,0.69572,8.05265,7.98291,2.21506,0.42654,24,190
164,90,2436.2,2441.55,0.68491,0.69512,8.05919,8.03266,1.91118,0.43045,24,189
165,90,2449.51,2454.82,0.68432,0.69561,8.02793,7.99662,2.12736,0.42545,24,190
166,90,2462.78,2468.09,0.68363,0.69624,8.04562,7.99519,2.37746,0.42588,24,190
167,90,2476.06,2481.37,0.68376,0.69554,8.04982,8.00127,2.21918,0.42615,24,189
168,90,2489.34,2494.65,0.68418,0.69532,8.03971,7.9989,2.09855,0.42582,24,189
169,90,2502.62,2507.93,0.68431,0.69624,8.03888,7.99111,2.24931,0.42559,24,190
170,90,2515.9,2521.21,0.68381,0.69646,8.04717,7.98744,2.38387,0.42571,24,191
171,90,2529.2,2534.5,0.68506,0.69607,8.05617,8.01971,2.07624,0.42601,24,190
172,90,2542.5,2547.81,0.68466,0.6964,8.03543,7.97919,2.2148,0.42518,24,191
173,90,2555.79,2561.13,0.68513,0.69605,8.04622,8.00519,2.04422,0.42857,24,190
174,90,2569.09,2574.4,0.68468,0.69585,8.05471,8.01405,2.10713,0.42662,24,190
175,90,2582.39,2587.7,0.68461,0.69555,8.04357,8.00609,2.06319,0.42611,24,189
176,90,2595.68,2600.98,0.68345,0.69478,8.04527,8.00694,2.13561,0.42538,24,188
177,90,2608.96,2614.26,0.68359,0.69559,8.03756,7.99528,2.26052,0.42487,24,189
178,90,2622.23,2627.54,0.68377,0.69579,8.0424,7.99597,2.26601,0.42581,24,190
179,90,2635.51,2640.81,0.68399,0.69661,8.04261,7.9941,2.37782,0.42497,24,191
180,90,2648.79,2654.09,0.6845,0.69599,8.04514,8.00581,2.1654,0.42535,24,190
181,90,2662.08,2667.38,0.68401,0.69645,8.04673,7.99761,2.34461,0.42517,24,191
182,90,2675.36,2680.66,0.68498,0.69629,8.03611,7.99783,2.13136,0.42489,24,190
183,90,2688.64,2693.95,0.6855,0.69584,8.03437,8.00521,1.95033,0.42585,24,190
184,90,2701.93,2707.24,0.68471,0.69668,8.03507,7.99068,2.25598,0.42548,24,191
185,90,2715.21,2720.52,0.68477,0.69661,8.04531,7.99376,2.23149,0.42583,24,191
186,90,2728.5,2733.81,0.68519,0.697,8.04954,8.00371,2.22604,0.42621,24,192
187,90,2741.8,2747.1,0.68513,0.6964,8.04566,8.01154,2.12407,0.42551,24,191
188,90,2755.09,2760.4,0.68489,0.69623,8.03378,7.99877,2.13803,0.42566,24,190
189,90,2768.37,2773.68,0.68385,0.69635,8.04609,7.99422,2.35656,0.42587,24,191
190,90,2781.65,2786.96,0.6836,0.69485,8.05431,8.01393,2.12239,0.42661,24,188
191,90,2794.94,2800.25,0.68383,0.69548,8.035,7.99115,2.19567,0.42549,24,189
192,90,2808.21,2813.52,0.68434,0.69495,8.04481,8.00192,2.00203,0.42604,24,189
193,90,2821.5,2826.8,0.68395,0.69577,8.04355,7.99229,2.22888,0.42494,24,190
194,90,2834.78,2840.08,0.68434,0.6958,8.05086,7.99698,2.1606,0.42526,24,190
195,90,2848.07,2853.39,0.68392,0.6958,8.05657,7.96962,2.23334,0.42629,24,190
196,90,2861.36,2866.7,0.68403,0.69644,8.08279,8.02615,2.32182,0.4301,24,191
197,90,2874.69,2879.99,0.68408,0.69647,8.0493,7.9842,2.33465,0.42488,24,191
198,90,2887.98,2893.33,0.68422,0.6959,8.06232,8.00514,2.18443,0.4298,24,190
199,90,2941.19,2946.49,0.68389,0.69608,8.04691,7.98367,2.29743,0.42481,24,190

0,91,12.1,16.78,0.62011,0.63515,8.01629,7.94165,3.21017,0.37341,24,102
1,91,24.75,29.47,0.62407,0.63867,8.03423,7.96636,3.09202,0.37761,24,107
2,91,37.46,42.22,0.62729,0.64161,8.03484,7.95388,3.00587,0.38053,24,111
3,91,50.19,55,0.63005,0.64452,8.06512,7.98082,3.01141,0.3859,24,115
4,91,62.97,67.77,0.63228,0.64625,8.05951,7.9985,2.91164,0.38539,24,118
5,91,75.77,80.57,0.63461,0.64875,8.03501,7.96704,2.94726,0.38404,7,122
6,91,88.57,93.41,0.63591,0.65075,8.0624,7.97964,3.06869,0.38821,7,125
7,91,101.41,106.28,0.6382,0.65266,8.05745,7.98741,2.96497,0.39069,7,127
8,91,114.26,119.14,0.63959,0.65394,8.05473,7.97107,2.94103,0.39102,7,129
9,91,140.02,144.97,0.64321,0.65756,8.07695,8.00107,2.8961,0.39793,7,134
10,91,152.95,157.9,0.64473,0.65945,8.06517,7.97764,2.97094,0.39705,7,137
11,91,165.88,170.83,0.64633,0.65996,8.07305,7.99928,2.75078,0.39779,7,138
12,91,178.83,183.78,0.64792,0.66152,8.05817,7.98379,2.74621,0.39703,7,140
13,91,191.78,196.77,0.64906,0.66275,8.06993,8.0044,2.74026,0.40105,7,142
14,91,204.75,209.74,0.65024,0.6636,8.04926,7.97826,2.67452,0.39988,7,143
15,91,217.71,222.7,0.65057,0.66531,8.06928,7.98001,2.95251,0.40043,7,146
16,91,230.69,235.73,0.652,0.66634,8.08249,8.01022,2.84998,0.40553,7,147
17,91,243.7,248.73,0.65394,0.66705,8.04879,7.99656,2.60533,0.40354,7,148
18,91,256.7,261.73,0.6554,0.66774,8.03092,7.97068,2.45354,0.40244,7,149
19,91,269.69,274.72,0.65629,0.66922,8.06327,8.01221,2.57106,0.40429,7,151
20,91,282.72,287.75,0.65733,0.67047,8.03869,7.98206,2.61168,0.40292,7,153
21,91,295.74,300.81,0.65841,0.67062,8.04835,8.00622,2.40939,0.40698,7,153
22,91,308.77,313.8,0.6593,0.67171,8.03584,7.99514,2.46598,0.40317,7,155
23,91,321.8,326.83,0.66013,0.67289,8.03445,7.98664,2.53675,0.40293,7,157
24,91,334.83,339.9,0.6606,0.67428,8.03186,7.97163,2.69699,0.40568,7,159
25,91,347.88,352.99,0.66181,0.67407,8.05949,8.01432,2.40103,0.41068,7,158
26,91,360.96,366.03,0.66252,0.67622,8.03711,7.98033,2.70179,0.40604,7,161
27,91,374.02,379.13,0.66345,0.67692,8.04582,7.98223,2.63667,0.40951,7,162
28,91,387.1,392.21,0.66384,0.67757,8.06608,8.01194,2.68809,0.41079,7,163
29,91,400.2,405.31,0.66539,0.67793,8.02572,7.98139,2.45381,0.40898,7,164
30,91,426.4,431.54,0.66679,0.67992,8.05401,7.99546,2.55068,0.41247,7,167
31,91,439.52,444.67,0.66726,0.6807,8.05606,7.99158,2.61169,0.41322,7,168
32,91,452.66,457.8,0.66825,0.68116,8.06243,8.00889,2.50909,0.41303,7,169
33,91,465.8,470.94,0.66936,0.68129,8.03025,7.98926,2.31681,0.4117,7,169
34,91,478.93,484.08,0.67005,0.6822,8.05087,8.00526,2.36123,0.41344,7,170
35,91,492.07,497.22,0.67029,0.68358,8.03638,7.98638,2.58218,0.41258,7,172
36,91,531.53,536.72,0.67248,0.68584,8.03829,7.98605,2.57679,0.41583,7,175
37,91,544.69,549.88,0.67336,0.68613,8.04643,7.99509,2.46137,0.41627,7,176
38,91,557.87,563.05,0.67415,0.68599,8.02995,7.99038,2.28244,0.41492,7,176
39,91,571.04,576.23,0.67434,0.68733,8.04931,7.99865,2.50654,0.41644,7,178
40,91,584.23,589.46,0.67541,0.68766,8.03388,7.9898,2.34485,0.41901,7,178
41,91,597.42,602.64,0.67519,0.68815,8.05696,8.01158,2.47918,0.41938,7,179
42,91,610.62,615.81,0.67588,0.68858,8.02723,7.97778,2.44832,0.41533,7,179
43,91,623.81,629.03,0.67339,0.68585,8.08332,8.04239,2.38614,0.42088,7,175
44,91,637.02,642.21,0.67359,0.68539,8.03661,8.0004,2.27591,0.41616,7,175
45,91,650.19,655.37,0.67432,0.68626,8.03286,7.99269,2.30301,0.41506,7,176
46,91,689.71,694.9,0.676,0.68794,8.02358,7.98307,2.3026,0.41537,7,178
47,91,702.89,708.11,0.67496,0.68814,8.05235,7.99463,2.52299,0.41882,7,179
48,91,716.08,721.31,0.67617,0.68831,8.04156,8.00099,2.32307,0.41951,7,179
49,91,729.28,734.51,0.67559,0.68853,8.05397,8.00342,2.47602,0.4199,7,179
50,91,742.48,747.71,0.67673,0.68865,8.0246,7.98322,2.28188,0.4186,7,179
51,91,755.68,760.91,0.67829,0.68896,8.03874,8.01346,2.04202,0.41976,7,180
52,91,768.9,774.13,0.6775,0.68986,8.03377,7.97099,2.3632,0.41852,7,181
53,91,782.1,787.36,0.6784,0.68941,8.05516,8.02368,2.0929,0.42287,7,181
54,91,795.33,800.55,0.67885,0.69007,8.02529,7.99327,2.14622,0.41808,7,181
55,91,808.53,813.75,0.67926,0.69046,8.02755,7.99481,2.1438,0.41818,7,182
56,91,821.74,826.97,0.67951,0.69049,8.0339,8.00108,2.1017,0.41931,7,182
57,91,834.96,840.19,0.66472,0.6785,8.1664,8.10263,2.63784,0.42543,7,165
58,91,848.18,853.31,0.66563,0.68006,8.08062,7.95517,2.81065,0.41131,7,167
59,91,874.44,879.59,0.66926,0.6814,8.03481,7.98408,2.36028,0.41248,7,169
60,91,887.58,892.76,0.66949,0.68354,8.0614,7.99925,2.70904,0.41597,7,172
61,91,900.73,905.91,0.67074,0.6846,8.04851,7.98568,2.67187,0.41528,7,174
62,91,913.88,919.06,0.67251,0.68477,8.04182,7.99987,2.36267,0.41548,7,174
63,91,927.04,932.23,0.6727,0.68614,8.0496,7.99297,2.58996,0.4163,7,176
64,91,940.21,945.4,0.67354,0.68678,8.04312,7.98714,2.55302,0.41598,7,177
65,91,953.38,958.57,0.67497,0.68692,8.04254,8.00623,2.30331,0.41646,7,177
66,91,966.57,971.76,0.67531,0.68802,8.03321,7.9904,2.45234,0.41581,7,179
67,91,1006.12,1011.31,0.67538,0.68627,8.0117,7.98591,2.09979,0.41513,7,176
68,91,1019.28,1024.46,0.675,0.68847,8.02684,7.97568,2.59725,0.41446,7,179
69,91,1032.45,1037.67,0.67906,0.68733,7.75675,8.09096,1.58203,0.41362,7,178
70,91,1045.64,1050.75,0.68053,0.6871,7.63877,7.98132,1.28527,0.39909,7,177
71,91,1058.74,1063.89,0.67977,0.68795,7.67287,8.01062,1.58775,0.40385,7,178
72,91,1071.86,1076.97,0.67805,0.68846,7.93432,7.90833,2.03698,0.40478,7,179
73,91,1084.96,1090.19,0.67829,0.68965,8.01484,7.99257,2.1745,0.41859,7,181
74,91,1098.17,1103.4,0.68327,0.68679,7.7262,8.11384,0.67235,0.41421,7,177
75,91,1111.38,1116.49,0.67752,0.68912,7.93406,7.89752,2.27167,0.40449,7,180
76,91,1124.48,1129.71,0.68093,0.68818,7.74295,8.08739,1.38616,0.41396,7,179
77,91,1137.68,1142.79,0.6815,0.68837,7.64317,7.99809,1.3444,0.39963,7,179
78,91,1150.79,1155.9,0.67796,0.68975,7.94936,7.91223,2.30587,0.40526,7,181
79,91,1163.91,1169.13,0.67734,0.6902,8.03991,7.99205,2.46034,0.41843,7,182
80,91,1177.11,1182.34,0.68305,0.68766,7.72086,8.0894,0.88298,0.41343,7,178
81,91,1190.33,1195.47,0.67801,0.6898,7.95231,7.91437,2.28942,0.40777,7,181
82,91,1203.45,1208.67,0.67777,0.6903,8.04018,7.99495,2.39871,0.41851,7,182
83,91,1216.66,1221.88,0.68285,0.68926,7.7338,8.08811,1.22593,0.41295,7,180
84,91,1229.87,1235.02,0.68236,0.68991,7.65564,7.99649,1.46537,0.40304,7,181
85,91,1269.24,1274.51,0.67851,0.69151,8.05278,7.99753,2.47071,0.42292,7,184
86,91,1282.48,1287.74,0.68311,0.68909,7.75135,8.1097,1.13549,0.41714,7,180
87,91,1295.71,1300.86,0.6834,0.69002,7.64643,7.99016,1.28431,0.40264,7,181
88,91,1308.83,1313.98,0.67887,0.6921,7.95406,7.89852,2.57031,0.4082,7,184
89,91,1321.96,1327.22,0.68371,0.69003,7.74832,8.10434,1.20101,0.41692,7,181
90,91,1335.2,1340.35,0.67868,0.69175,7.95221,7.90237,2.53816,0.40825,7,184
91,91,1348.32,1353.59,0.68398,0.68975,7.74119,8.10783,1.09583,0.41762,7,181
92,91,1361.56,1366.68,0.67973,0.69081,7.93255,7.87165,2.16459,0.40458,7,183
93,91,1374.67,1379.94,0.68006,0.69106,8.06382,8.02942,2.09077,0.42405,7,183
94,91,1387.93,1393.16,0.67999,0.69115,8.02968,7.99771,2.13505,0.41911,7,183
95,91,1427.61,1432.84,0.68005,0.69128,8.03101,7.98922,2.14921,0.41892,7,183
96,91,1440.84,1446.1,0.67965,0.69173,8.05406,7.99812,2.2943,0.42217,7,184
97,91,1454.08,1459.34,0.67982,0.69245,8.04233,7.96604,2.39894,0.42102,7,185
98,91,1467.32,1472.63,0.68043,0.69147,8.0694,8.03088,2.08139,0.42746,7,184
99,91,1480.6,1485.87,0.68566,0.69032,7.73476,8.09597,0.88592,0.41714,7,182
100,91,1493.85,1499,0.68019,0.69163,7.94721,7.89358,2.22229,0.4079,7,184
101,91,1506.99,1512.25,0.68038,0.69272,8.0602,8.00461,2.34356,0.4225,7,185
102,91,1520.25,1525.51,0.68029,0.6931,8.05712,7.99862,2.4339,0.42226,7,186
103,91,1533.5,1538.77,0.68405,0.69082,7.75716,8.08625,1.28576,0.41747,7,183
104,91,1546.76,1551.95,0.68423,0.69108,7.6714,8.01122,1.3209,0.40696,7,183
105,91,1559.92,1565.07,0.68034,0.69192,7.95741,7.91233,2.24724,0.40864,7,184
106,91,1573.07,1578.33,0.68114,0.692,8.04122,8.00915,2.06343,0.42212,7,184
107,91,1586.31,1591.58,0.68054,0.6927,8.03863,7.98642,2.30985,0.42226,7,185
108,91,1599.55,1604.83,0.68052,0.69258,8.05603,7.97366,2.28724,0.42318,7,185
109,91,1612.8,1618.11,0.68067,0.69269,8.07221,8.02229,2.26704,0.4273,7,185
110,91,1626.08,1631.34,0.68109,0.69257,8.04931,8.00796,2.18154,0.4223,7,185
111,91,1639.34,1644.6,0.68089,0.69298,8.04452,7.9925,2.29669,0.42177,7,186
112,91,1652.58,1657.85,0.685,0.69132,7.75631,8.10254,1.20108,0.41788,7,183
113,91,1705.47,1710.65,0.68141,0.69272,7.94853,7.91052,2.17933,0.41074,7,185
114,91,1731.87,1737.02,0.68144,0.69221,7.93315,7.88892,2.09324,0.40741,7,185
115,91,1745.01,1750.28,0.68124,0.69314,8.04758,7.98944,2.26085,0.42257,7,186
116,91,1758.28,1763.58,0.68118,0.69243,8.06593,8.02575,2.12211,0.42642,7,185
117,91,1771.55,1776.82,0.68147,0.69383,8.03197,7.97801,2.34723,0.42186,7,187
118,91,1784.8,1790.1,0.68166,0.69316,8.05686,8.01058,2.16865,0.42578,7,186
119,91,1798.07,1803.33,0.68189,0.69292,8.0422,7.99723,2.09587,0.42183,7,186
120,91,1811.33,1816.6,0.68219,0.69293,8.04445,8.00821,2.03882,0.42298,7,186
121,91,1824.59,1829.86,0.68221,0.69249,8.04016,8.01256,1.9537,0.42298,7,185
122,91,1837.84,1843.11,0.68545,0.69248,7.73607,8.06435,1.33434,0.41634,7,185
123,91,1851.08,1856.27,0.68565,0.69221,7.67094,8.00686,1.26482,0.40683,7,185
124,91,1864.25,1869.44,0.68383,0.69247,7.68827,7.9986,1.66564,0.40707,7,185
125,91,1877.42,1882.61,0.68176,0.69291,7.95564,7.92196,2.14955,0.41202,7,186
126,91,1890.58,1895.85,0.68147,0.69351,8.04012,7.99195,2.28655,0.42244,7,186
127,91,1903.83,1909.1,0.68497,0.69272,7.75967,8.08472,1.47155,0.4175,7,185
128,91,1917.09,1922.28,0.68247,0.6932,7.95421,7.91863,2.0683,0.4119,7,186
129,91,1930.26,1935.52,0.68584,0.69248,7.745,8.08564,1.26169,0.41634,7,185
130,91,1943.51,1948.7,0.68649,0.69241,7.65316,7.9933,1.14169,0.40602,7,185
131,91,1956.67,1961.86,0.68242,0.69363,7.95443,7.90951,2.15969,0.41166,7,187
132,91,1996.29,2001.59,0.68272,0.69411,8.06733,8.02561,2.14596,0.42646,7,187
133,91,2009.57,2014.84,0.68761,0.69261,7.73303,8.08333,0.95041,0.41676,7,185
134,91,2022.83,2028.02,0.68307,0.69408,7.95082,7.9135,2.1216,0.41167,7,187
135,91,2036,2041.27,0.68755,0.69272,7.73419,8.07306,0.98262,0.41652,7,185
136,91,2049.26,2054.45,0.68358,0.69474,7.95834,7.91813,2.15218,0.41199,7,188
137,91,2062.45,2067.75,0.68305,0.69461,8.05097,8.00571,2.17923,0.4255,7,188
138,91,2075.72,2080.98,0.68253,0.69462,8.04617,7.99575,2.29563,0.4219,7,188
139,91,2088.98,2094.29,0.68313,0.6947,8.04479,7.99848,2.18176,0.42594,7,188
140,91,2102.25,2107.56,0.68789,0.69322,7.74818,8.09543,1.00484,0.42064,7,186
141,91,2115.53,2120.71,0.68337,0.69434,7.94562,7.90996,2.11526,0.41065,7,188
142,91,2128.7,2133.96,0.68663,0.69373,7.75421,8.08226,1.34779,0.41649,7,187
